Start,End,Multiday,ID,Name,Type,Description,Location,Camp,Camp website,Email,Event website
"08/28/2023, 6:00 PM","08/29/2023, 6:00 AM",Y,41573,BRC Gambling Corner!,Games,Better than frick frack! Come gamble your shitty playa gifts or — better yet — your good ones! Always open.,Camp THREAT,Camp THREAT,,,https://playaevents.burningman.org/2023/playa_event/41573/
"08/29/2023, 6:00 PM","08/30/2023, 6:00 AM",Y,41573,BRC Gambling Corner!,Games,Better than frick frack! Come gamble your shitty playa gifts or — better yet — your good ones! Always open.,Camp THREAT,Camp THREAT,,,https://playaevents.burningman.org/2023/playa_event/41573/
"08/30/2023, 6:00 PM","08/31/2023, 6:00 AM",Y,41573,BRC Gambling Corner!,Games,Better than frick frack! Come gamble your shitty playa gifts or — better yet — your good ones! Always open.,Camp THREAT,Camp THREAT,,,https://playaevents.burningman.org/2023/playa_event/41573/
"08/31/2023, 6:00 PM","09/01/2023, 6:00 AM",Y,41573,BRC Gambling Corner!,Games,Better than frick frack! Come gamble your shitty playa gifts or — better yet — your good ones! Always open.,Camp THREAT,Camp THREAT,,,https://playaevents.burningman.org/2023/playa_event/41573/
"09/01/2023, 6:00 PM","09/02/2023, 6:00 AM",Y,41573,BRC Gambling Corner!,Games,Better than frick frack! Come gamble your shitty playa gifts or — better yet — your good ones! Always open.,Camp THREAT,Camp THREAT,,,https://playaevents.burningman.org/2023/playa_event/41573/
"09/02/2023, 6:00 PM","09/03/2023, 6:00 AM",Y,41573,BRC Gambling Corner!,Games,Better than frick frack! Come gamble your shitty playa gifts or — better yet — your good ones! Always open.,Camp THREAT,Camp THREAT,,,https://playaevents.burningman.org/2023/playa_event/41573/
"09/03/2023, 6:00 PM","09/04/2023, 6:00 AM",Y,41573,BRC Gambling Corner!,Games,Better than frick frack! Come gamble your shitty playa gifts or — better yet — your good ones! Always open.,Camp THREAT,Camp THREAT,,,https://playaevents.burningman.org/2023/playa_event/41573/
"08/27/2023, 6:00 PM","08/27/2023, 8:00 PM",Y,41024,Sunset Social,Food & Drink,Daily themes and tunes- dancing optional! Come by for good people and better drinks!,Giants Workshop,Giants Workshop,,,https://playaevents.burningman.org/2023/playa_event/41024/
"08/28/2023, 6:00 PM","08/28/2023, 8:00 PM",Y,41024,Sunset Social,Food & Drink,Daily themes and tunes- dancing optional! Come by for good people and better drinks!,Giants Workshop,Giants Workshop,,,https://playaevents.burningman.org/2023/playa_event/41024/
"08/29/2023, 6:00 PM","08/29/2023, 8:00 PM",Y,41024,Sunset Social,Food & Drink,Daily themes and tunes- dancing optional! Come by for good people and better drinks!,Giants Workshop,Giants Workshop,,,https://playaevents.burningman.org/2023/playa_event/41024/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",Y,41024,Sunset Social,Food & Drink,Daily themes and tunes- dancing optional! Come by for good people and better drinks!,Giants Workshop,Giants Workshop,,,https://playaevents.burningman.org/2023/playa_event/41024/
"08/31/2023, 6:00 PM","08/31/2023, 8:00 PM",Y,41024,Sunset Social,Food & Drink,Daily themes and tunes- dancing optional! Come by for good people and better drinks!,Giants Workshop,Giants Workshop,,,https://playaevents.burningman.org/2023/playa_event/41024/
"09/01/2023, 6:00 PM","09/01/2023, 8:00 PM",Y,41024,Sunset Social,Food & Drink,Daily themes and tunes- dancing optional! Come by for good people and better drinks!,Giants Workshop,Giants Workshop,,,https://playaevents.burningman.org/2023/playa_event/41024/
"08/27/2023, 6:00 PM","08/28/2023, 12:00 AM",Y,41609,AnyA Meeting,Self Care,A Radically Inclusive 12-step recovery meeting where you are free to identify in accordance with ANY 12-step traditions,Anonymous Village,Anonymous Village,http://www.anonymousvillage.com,xtevanoftheplaya@gmail.com,https://playaevents.burningman.org/2023/playa_event/41609/
"08/28/2023, 6:00 PM","08/29/2023, 12:00 AM",Y,41609,AnyA Meeting,Self Care,A Radically Inclusive 12-step recovery meeting where you are free to identify in accordance with ANY 12-step traditions,Anonymous Village,Anonymous Village,http://www.anonymousvillage.com,xtevanoftheplaya@gmail.com,https://playaevents.burningman.org/2023/playa_event/41609/
"08/29/2023, 6:00 PM","08/30/2023, 12:00 AM",Y,41609,AnyA Meeting,Self Care,A Radically Inclusive 12-step recovery meeting where you are free to identify in accordance with ANY 12-step traditions,Anonymous Village,Anonymous Village,http://www.anonymousvillage.com,xtevanoftheplaya@gmail.com,https://playaevents.burningman.org/2023/playa_event/41609/
"08/30/2023, 6:00 PM","08/31/2023, 12:00 AM",Y,41609,AnyA Meeting,Self Care,A Radically Inclusive 12-step recovery meeting where you are free to identify in accordance with ANY 12-step traditions,Anonymous Village,Anonymous Village,http://www.anonymousvillage.com,xtevanoftheplaya@gmail.com,https://playaevents.burningman.org/2023/playa_event/41609/
"08/31/2023, 6:00 PM","09/01/2023, 12:00 AM",Y,41609,AnyA Meeting,Self Care,A Radically Inclusive 12-step recovery meeting where you are free to identify in accordance with ANY 12-step traditions,Anonymous Village,Anonymous Village,http://www.anonymousvillage.com,xtevanoftheplaya@gmail.com,https://playaevents.burningman.org/2023/playa_event/41609/
"09/01/2023, 6:00 PM","09/02/2023, 12:00 AM",Y,41609,AnyA Meeting,Self Care,A Radically Inclusive 12-step recovery meeting where you are free to identify in accordance with ANY 12-step traditions,Anonymous Village,Anonymous Village,http://www.anonymousvillage.com,xtevanoftheplaya@gmail.com,https://playaevents.burningman.org/2023/playa_event/41609/
"09/02/2023, 6:00 PM","09/03/2023, 12:00 AM",Y,41609,AnyA Meeting,Self Care,A Radically Inclusive 12-step recovery meeting where you are free to identify in accordance with ANY 12-step traditions,Anonymous Village,Anonymous Village,http://www.anonymousvillage.com,xtevanoftheplaya@gmail.com,https://playaevents.burningman.org/2023/playa_event/41609/
"09/03/2023, 6:00 PM","09/04/2023, 12:00 AM",Y,41609,AnyA Meeting,Self Care,A Radically Inclusive 12-step recovery meeting where you are free to identify in accordance with ANY 12-step traditions,Anonymous Village,Anonymous Village,http://www.anonymousvillage.com,xtevanoftheplaya@gmail.com,https://playaevents.burningman.org/2023/playa_event/41609/
"08/27/2023, 6:00 PM","08/27/2023, 7:30 PM",N,41712,Grape Escape Wine Tasting,Food & Drink,Sip some wine while the sun kisses the sky.,AdramaNation,AdramaNation,https://camp-adramanation.squarespace.com/,,https://playaevents.burningman.org/2023/playa_event/41712/
"08/27/2023, 6:00 PM","08/27/2023, 7:00 PM",N,41753,Welcome Home Neighborhood Happy Hour,Gathering/Party,Come join us & take a break from setting up camp! There will be plain lemonade & spirited (ID’s Req'd) BYO cup and ice.,BRC Tour of Home,BRC Tour of Home,,,https://playaevents.burningman.org/2023/playa_event/41753/
"08/27/2023, 6:00 PM","08/28/2023, 12:00 AM",Y,41761,Power for the People,Sustainability/Greening Your Burn,Large public battery charging station - Open 24/7. We can handle everything from cell phones to golf carts.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41761/
"08/28/2023, 6:00 PM","08/29/2023, 12:00 AM",Y,41761,Power for the People,Sustainability/Greening Your Burn,Large public battery charging station - Open 24/7. We can handle everything from cell phones to golf carts.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41761/
"08/29/2023, 6:00 PM","08/30/2023, 12:00 AM",Y,41761,Power for the People,Sustainability/Greening Your Burn,Large public battery charging station - Open 24/7. We can handle everything from cell phones to golf carts.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41761/
"08/30/2023, 6:00 PM","08/31/2023, 12:00 AM",Y,41761,Power for the People,Sustainability/Greening Your Burn,Large public battery charging station - Open 24/7. We can handle everything from cell phones to golf carts.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41761/
"08/31/2023, 6:00 PM","09/01/2023, 12:00 AM",Y,41761,Power for the People,Sustainability/Greening Your Burn,Large public battery charging station - Open 24/7. We can handle everything from cell phones to golf carts.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41761/
"09/01/2023, 6:00 PM","09/02/2023, 12:00 AM",Y,41761,Power for the People,Sustainability/Greening Your Burn,Large public battery charging station - Open 24/7. We can handle everything from cell phones to golf carts.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41761/
"09/02/2023, 6:00 PM","09/03/2023, 12:00 AM",Y,41761,Power for the People,Sustainability/Greening Your Burn,Large public battery charging station - Open 24/7. We can handle everything from cell phones to golf carts.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41761/
"09/03/2023, 6:00 PM","09/04/2023, 12:00 AM",Y,41761,Power for the People,Sustainability/Greening Your Burn,Large public battery charging station - Open 24/7. We can handle everything from cell phones to golf carts.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41761/
"08/27/2023, 6:00 PM","08/27/2023, 6:15 PM",N,41771,PYRO 101,Class/Workshop,Learn how to safely assemble your own pyrotechnics ground display with tips on acquiring your own official license.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41771/
"08/27/2023, 6:00 PM","08/27/2023, 7:30 PM",N,45819,Grape Escape Wine Tasting,Food & Drink,Sip some wine while the sun kisses the sky.,AdramaNation,AdramaNation,https://camp-adramanation.squarespace.com/,,https://playaevents.burningman.org/2023/playa_event/45819/
"08/27/2023, 6:00 PM","08/27/2023, 6:15 PM",N,41787,7th Annual Garden Party,Gathering/Party,House Music and Smoothies to cool down before your evening adventures.,Hanging Gardens of BRC,Hanging Gardens of BRC,https://www.facebook.com/HangingGardensBRC/,,https://playaevents.burningman.org/2023/playa_event/41787/
"08/27/2023, 6:00 PM","08/27/2023, 9:00 PM",Y,41919,Jump the Shark,Games,"Are you brave enough? Come jump the sharks, if you dare (and have the strangers of playa cheer you on)!",Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41919/
"08/28/2023, 6:00 PM","08/28/2023, 9:00 PM",Y,41919,Jump the Shark,Games,"Are you brave enough? Come jump the sharks, if you dare (and have the strangers of playa cheer you on)!",Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41919/
"08/29/2023, 6:00 PM","08/29/2023, 9:00 PM",Y,41919,Jump the Shark,Games,"Are you brave enough? Come jump the sharks, if you dare (and have the strangers of playa cheer you on)!",Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41919/
"08/30/2023, 6:00 PM","08/30/2023, 9:00 PM",Y,41919,Jump the Shark,Games,"Are you brave enough? Come jump the sharks, if you dare (and have the strangers of playa cheer you on)!",Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41919/
"08/31/2023, 6:00 PM","08/31/2023, 9:00 PM",Y,41919,Jump the Shark,Games,"Are you brave enough? Come jump the sharks, if you dare (and have the strangers of playa cheer you on)!",Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41919/
"09/01/2023, 6:00 PM","09/01/2023, 9:00 PM",Y,41919,Jump the Shark,Games,"Are you brave enough? Come jump the sharks, if you dare (and have the strangers of playa cheer you on)!",Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41919/
"09/02/2023, 6:00 PM","09/02/2023, 9:00 PM",Y,41919,Jump the Shark,Games,"Are you brave enough? Come jump the sharks, if you dare (and have the strangers of playa cheer you on)!",Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41919/
"08/27/2023, 6:00 PM","08/27/2023, 8:45 PM",Y,41907,Post Cards from playa,Miscellaneous,Daily prompt; Note2Self (send a note to your future self);Remember This! from BRC.send a postcard to whoever in default,Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41907/
"08/28/2023, 6:00 PM","08/28/2023, 8:45 PM",Y,41907,Post Cards from playa,Miscellaneous,Daily prompt; Note2Self (send a note to your future self);Remember This! from BRC.send a postcard to whoever in default,Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41907/
"08/29/2023, 6:00 PM","08/29/2023, 8:45 PM",Y,41907,Post Cards from playa,Miscellaneous,Daily prompt; Note2Self (send a note to your future self);Remember This! from BRC.send a postcard to whoever in default,Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41907/
"08/30/2023, 6:00 PM","08/30/2023, 8:45 PM",Y,41907,Post Cards from playa,Miscellaneous,Daily prompt; Note2Self (send a note to your future self);Remember This! from BRC.send a postcard to whoever in default,Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41907/
"08/31/2023, 6:00 PM","08/31/2023, 8:45 PM",Y,41907,Post Cards from playa,Miscellaneous,Daily prompt; Note2Self (send a note to your future self);Remember This! from BRC.send a postcard to whoever in default,Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41907/
"09/01/2023, 6:00 PM","09/01/2023, 8:45 PM",Y,41907,Post Cards from playa,Miscellaneous,Daily prompt; Note2Self (send a note to your future self);Remember This! from BRC.send a postcard to whoever in default,Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41907/
"09/02/2023, 6:00 PM","09/02/2023, 8:45 PM",Y,41907,Post Cards from playa,Miscellaneous,Daily prompt; Note2Self (send a note to your future self);Remember This! from BRC.send a postcard to whoever in default,Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41907/
"08/27/2023, 6:00 PM","08/27/2023, 10:00 PM",Y,41020,Analog Internet Installation,Miscellaneous,Need WiFi? We've installed the World Wide Web right here at the enchanted booty forest! Leave us a review on YEP!,Enchanted Booty Forest,Enchanted Booty Forest,,sparky@enchantedbootyforest.org,https://playaevents.burningman.org/2023/playa_event/41020/
"08/28/2023, 6:00 PM","08/28/2023, 10:00 PM",Y,41020,Analog Internet Installation,Miscellaneous,Need WiFi? We've installed the World Wide Web right here at the enchanted booty forest! Leave us a review on YEP!,Enchanted Booty Forest,Enchanted Booty Forest,,sparky@enchantedbootyforest.org,https://playaevents.burningman.org/2023/playa_event/41020/
"08/29/2023, 6:00 PM","08/29/2023, 10:00 PM",Y,41020,Analog Internet Installation,Miscellaneous,Need WiFi? We've installed the World Wide Web right here at the enchanted booty forest! Leave us a review on YEP!,Enchanted Booty Forest,Enchanted Booty Forest,,sparky@enchantedbootyforest.org,https://playaevents.burningman.org/2023/playa_event/41020/
"08/30/2023, 6:00 PM","08/30/2023, 10:00 PM",Y,41020,Analog Internet Installation,Miscellaneous,Need WiFi? We've installed the World Wide Web right here at the enchanted booty forest! Leave us a review on YEP!,Enchanted Booty Forest,Enchanted Booty Forest,,sparky@enchantedbootyforest.org,https://playaevents.burningman.org/2023/playa_event/41020/
"08/31/2023, 6:00 PM","08/31/2023, 10:00 PM",Y,41020,Analog Internet Installation,Miscellaneous,Need WiFi? We've installed the World Wide Web right here at the enchanted booty forest! Leave us a review on YEP!,Enchanted Booty Forest,Enchanted Booty Forest,,sparky@enchantedbootyforest.org,https://playaevents.burningman.org/2023/playa_event/41020/
"09/01/2023, 6:00 PM","09/01/2023, 10:00 PM",Y,41020,Analog Internet Installation,Miscellaneous,Need WiFi? We've installed the World Wide Web right here at the enchanted booty forest! Leave us a review on YEP!,Enchanted Booty Forest,Enchanted Booty Forest,,sparky@enchantedbootyforest.org,https://playaevents.burningman.org/2023/playa_event/41020/
